ID;dteday;hr;weathersit;temp;atemp;hum;windspeed;season;casual
12395;05/06/2012;16;Clear, Few clouds, Partly cloudy, Partly cloudy;0,6;0,6212;0,43;0,194;;91
12397;05/06/2012;18;Clear, Few clouds, Partly cloudy, Partly cloudy;0,6;0,6212;0,43;0,194;;111
12400;05/06/2012;21;Clear, Few clouds, Partly cloudy, Partly cloudy;0,54;0,5152;0,56;0,1642;;30
12403;06/06/2012;0;Clear, Few clouds, Partly cloudy, Partly cloudy;0,52;0,5;0,59;0,0896;;3
12404;06/06/2012;1;Clear, Few clouds, Partly cloudy, Partly cloudy;0,52;0,5;0,68;0;;6
12407;06/06/2012;4;Clear, Few clouds, Partly cloudy, Partly cloudy;0,46;0,4545;0,82;0,1045;;3
12408;06/06/2012;5;Clear, Few clouds, Partly cloudy, Partly cloudy;0,48;0,4697;0,77;0;;1
12409;06/06/2012;6;Clear, Few clouds, Partly cloudy, Partly cloudy;0,48;0,4697;0,77;0;;7
12414;06/06/2012;11;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,6212;0,43;0,0896;;65
12416;06/06/2012;13;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,6212;0,41;0,0896;;73
12417;06/06/2012;14;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,6212;0,38;0;;111
12420;06/06/2012;17;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,6212;0,43;0,1343;;72
12422;06/06/2012;19;Clear, Few clouds, Partly cloudy, Partly cloudy;0,56;0,5303;0,73;0,2985;;52
12429;07/06/2012;2;Clear, Few clouds, Partly cloudy, Partly cloudy;0,52;0,5;0,77;0,0896;;0
12432;07/06/2012;5;Clear, Few clouds, Partly cloudy, Partly cloudy;0,48;0,4697;0,82;0,0896;;0
12434;07/06/2012;7;Clear, Few clouds, Partly cloudy, Partly cloudy;0,5;0,4848;0,82;0,1642;;20
12435;07/06/2012;8;Clear, Few clouds, Partly cloudy, Partly cloudy;0,52;0,5;0,77;0;;20
12438;07/06/2012;11;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6212;0,47;0,2239;;67
12439;07/06/2012;12;Clear, Few clouds, Partly cloudy, Partly cloudy;0,7;0,6364;0,42;0;;62
12441;07/06/2012;14;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,6515;0,37;0,2537;;67
12451;08/06/2012;0;Clear, Few clouds, Partly cloudy, Partly cloudy;0,56;0,5303;0,56;0,1642;;18
12453;08/06/2012;2;Clear, Few clouds, Partly cloudy, Partly cloudy;0,56;0,5303;0,56;0;;2
12455;08/06/2012;4;Clear, Few clouds, Partly cloudy, Partly cloudy;0,52;0,5;0,63;0;;1
12456;08/06/2012;5;Clear, Few clouds, Partly cloudy, Partly cloudy;0,5;0,4848;0,72;0,1045;;1
12462;08/06/2012;11;Clear, Few clouds, Partly cloudy, Partly cloudy;0,7;0,6364;0,42;0,2537;;65
12465;08/06/2012;14;Clear, Few clouds, Partly cloudy, Partly cloudy;0,76;0,6667;0,31;0,3881;;128
12467;08/06/2012;16;Clear, Few clouds, Partly cloudy, Partly cloudy;0,76;0,6667;0,29;0,2985;;111
12469;08/06/2012;18;Clear, Few clouds, Partly cloudy, Partly cloudy;0,76;0,6667;0,27;0,2239;;147
1247;25/02/2011;2;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,32;0,3485;1;0;;0
12471;08/06/2012;20;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,6515;0,32;0,1343;;117
12476;09/06/2012;1;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,6212;0,53;0,0896;;34
12482;09/06/2012;7;Clear, Few clouds, Partly cloudy, Partly cloudy;0,58;0,5455;0,64;0,1045;;26
12483;09/06/2012;8;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,6061;0,61;0,1045;;42
12484;09/06/2012;9;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,6212;0,57;0,1642;;99
12489;09/06/2012;14;Clear, Few clouds, Partly cloudy, Partly cloudy;0,82;0,697;0,23;0,194;;239
12491;09/06/2012;16;Clear, Few clouds, Partly cloudy, Partly cloudy;0,82;0,697;0,24;0,194;;219
12492;09/06/2012;17;Clear, Few clouds, Partly cloudy, Partly cloudy;0,84;0,7121;0,24;0;;238
12494;09/06/2012;19;Clear, Few clouds, Partly cloudy, Partly cloudy;0,8;0,697;0,29;0,1642;;128
12495;09/06/2012;20;Clear, Few clouds, Partly cloudy, Partly cloudy;0,76;0,6667;0,35;0,2239;;125
12496;09/06/2012;21;Clear, Few clouds, Partly cloudy, Partly cloudy;0,74;0,6515;0,4;0,194;;105
12498;09/06/2012;23;Clear, Few clouds, Partly cloudy, Partly cloudy;0,68;0,6364;0,61;0,1642;;69
1250;25/02/2011;6;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,34;0,3485;0,93;0,0896;;0
12507;10/06/2012;8;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,6061;0,73;0,0896;;59
12510;10/06/2012;11;Clear, Few clouds, Partly cloudy, Partly cloudy;0,76;0,6818;0,45;0,0896;;184
12516;10/06/2012;17;Clear, Few clouds, Partly cloudy, Partly cloudy;0,82;0,7424;0,41;0,2836;;184
12518;10/06/2012;19;Clear, Few clouds, Partly cloudy, Partly cloudy;0,82;0,7121;0,28;0,2836;;115
12520;10/06/2012;21;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,6818;0,62;0,1642;;83
12521;10/06/2012;22;Clear, Few clouds, Partly cloudy, Partly cloudy;0,7;0,6515;0,65;0,1642;;42
12522;10/06/2012;23;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,6667;0,58;0,1045;;30
12523;11/06/2012;0;Clear, Few clouds, Partly cloudy, Partly cloudy;0,7;0,6515;0,65;0,1045;;8
12524;11/06/2012;1;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6212;0,74;0,1642;;9
12525;11/06/2012;2;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6212;0,74;0,1045;;5
12527;11/06/2012;4;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,5909;0,78;0,1343;;0
12528;11/06/2012;5;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,5909;0,78;0,1343;;1
1253;25/02/2011;9;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,34;0,303;0,93;0,3582;;3
12531;11/06/2012;8;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6212;0,74;0,1343;;38
12535;11/06/2012;12;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,8;0,7273;0,43;0,194;;63
12536;11/06/2012;13;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,8;0,7121;0,41;0,2985;;63
1254;25/02/2011;10;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,42;0,4242;0,94;0,3284;;7
12540;11/06/2012;17;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,8;0,7121;0,41;0,3582;;85
12545;11/06/2012;22;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,72;0,6667;0,58;0,194;;22
1255;25/02/2011;11;Clear, Few clouds, Partly cloudy, Partly cloudy;0,52;0,5;0,77;0,4478;;9
12556;12/06/2012;9;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,64;0,5758;0,89;0,2836;;31
12558;12/06/2012;11;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,66;0,6061;0,83;0,3582;;8
12559;12/06/2012;12;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,66;0,6061;0,83;0,2537;;19
12560;12/06/2012;13;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,66;0,6061;0,83;0,194;;11
12561;12/06/2012;14;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,64;0,5758;0,89;0,2537;;12
12563;12/06/2012;16;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,66;0,5909;0,89;0,2836;;30
12564;12/06/2012;17;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,66;0,5909;0,89;0,2836;;56
12565;12/06/2012;18;Clear, Few clouds, Partly cloudy, Partly cloudy;0,68;0,6364;0,83;0,194;;57
12567;12/06/2012;20;Clear, Few clouds, Partly cloudy, Partly cloudy;0,68;0,6364;0,83;0,194;;36
12569;12/06/2012;22;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,5909;0,94;0,1045;;19
12571;13/06/2012;0;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,66;0,5909;0,94;0,194;;7
12572;13/06/2012;1;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,5909;0,78;0;;7
12573;13/06/2012;2;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,5758;0,83;0,1343;;0
12579;13/06/2012;8;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,62;0,5909;0,73;0,5224;;41
12581;13/06/2012;10;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,64;0,6061;0,65;0,4179;;64
12586;13/06/2012;15;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,6515;0,32;0,4925;;65
12587;13/06/2012;16;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,6515;0,3;0,4925;;72
12591;13/06/2012;20;Clear, Few clouds, Partly cloudy, Partly cloudy;0,68;0,6364;0,36;0,4179;;86
12593;13/06/2012;22;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,6212;0,5;0,2985;;29
12597;14/06/2012;2;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,62;0,6212;0,53;0,2537;;1
12603;14/06/2012;8;Clear, Few clouds, Partly cloudy, Partly cloudy;0,6;0,6061;0,64;0,3284;;37
1261;25/02/2011;17;Clear, Few clouds, Partly cloudy, Partly cloudy;0,32;0,2727;0,49;0,7463;;8
12612;14/06/2012;17;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,6667;0,48;0,2239;;117
12616;14/06/2012;21;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,6061;0,65;0,1642;;67
12617;14/06/2012;22;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,64;0,6061;0,65;0,2239;;46
12618;14/06/2012;23;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,62;0,6061;0,69;0,1642;;36
12619;15/06/2012;0;Clear, Few clouds, Partly cloudy, Partly cloudy;0,6;0,5909;0,73;0,1642;;26
12620;15/06/2012;1;Clear, Few clouds, Partly cloudy, Partly cloudy;0,58;0,5455;0,78;0,194;;9
12622;15/06/2012;3;Clear, Few clouds, Partly cloudy, Partly cloudy;0,56;0,5303;0,83;0,1642;;2
12626;15/06/2012;7;Clear, Few clouds, Partly cloudy, Partly cloudy;0,56;0,5303;0,83;0,1642;;17
12628;15/06/2012;9;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,6061;0,65;0,1642;;58
12629;15/06/2012;10;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,6212;0,57;0,1642;;56
1263;25/02/2011;19;Clear, Few clouds, Partly cloudy, Partly cloudy;0,3;0,2727;0,52;0,4478;;4
12633;15/06/2012;14;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,6515;0,39;0,194;;121
12634;15/06/2012;15;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,6515;0,39;0,194;;107
12635;15/06/2012;16;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,6515;0,37;0,194;;132
12637;15/06/2012;18;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,6515;0,39;0,2239;;121
12638;15/06/2012;19;Clear, Few clouds, Partly cloudy, Partly cloudy;0,7;0,6364;0,42;0,1642;;98
1264;25/02/2011;20;Clear, Few clouds, Partly cloudy, Partly cloudy;0,3;0,2576;0,49;0,6119;;2
12642;15/06/2012;23;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,6212;0,53;0,2537;;46
12644;16/06/2012;1;Clear, Few clouds, Partly cloudy, Partly cloudy;0,56;0,5303;0,56;0;;16
12645;16/06/2012;2;Clear, Few clouds, Partly cloudy, Partly cloudy;0,58;0,5455;0,53;0;;12
12646;16/06/2012;3;Clear, Few clouds, Partly cloudy, Partly cloudy;0,56;0,5303;0,6;0,0896;;8
12648;16/06/2012;5;Clear, Few clouds, Partly cloudy, Partly cloudy;0,54;0,5152;0,68;0,1045;;2
12650;16/06/2012;7;Clear, Few clouds, Partly cloudy, Partly cloudy;0,54;0,5152;0,68;0,194;;10
12653;16/06/2012;10;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,6212;0,47;0,194;;139
12657;16/06/2012;14;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,6515;0,37;0,2239;;264
12658;16/06/2012;15;Clear, Few clouds, Partly cloudy, Partly cloudy;0,74;0,6515;0,35;0,2537;;295
12659;16/06/2012;16;;0,72;0,6515;0,37;0,1045;;238
12660;16/06/2012;17;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,72;0,6515;0,37;0,2537;;244
12662;16/06/2012;19;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,7;0,6364;0,42;0,194;;184
12664;16/06/2012;21;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,64;0,6212;0,5;0,2239;;98
12667;17/06/2012;0;Clear, Few clouds, Partly cloudy, Partly cloudy;0,56;0,5303;0,56;0,1343;;31
12670;17/06/2012;3;Clear, Few clouds, Partly cloudy, Partly cloudy;0,54;0,5152;0,64;0,1045;;6
12672;17/06/2012;5;Clear, Few clouds, Partly cloudy, Partly cloudy;0,54;0,5152;0,68;0,1343;;4
12680;17/06/2012;13;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,6212;0,53;0,1642;;267
12681;17/06/2012;14;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,6212;0,53;0;;255
12682;17/06/2012;15;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6212;0,5;0,2239;;203
12684;17/06/2012;17;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,6212;0,57;0,2239;;232
12687;17/06/2012;20;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,6212;0,57;0,194;;101
12695;18/06/2012;4;;0,54;0,5152;0,77;0,194;;0
12697;18/06/2012;6;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,52;0,5;0,88;0,1343;;0
127;06/01/2011;13;Clear, Few clouds, Partly cloudy, Partly cloudy;0,26;0,2727;0,35;0,1045;;12
1270;26/02/2011;2;Clear, Few clouds, Partly cloudy, Partly cloudy;0,22;0,197;0,6;0,3582;;3
12701;18/06/2012;10;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,54;0,5152;0,88;0,1045;;13
12702;18/06/2012;11;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,54;0,5152;0,88;0,1642;;25
12703;18/06/2012;12;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,56;0,5303;0,78;0,1343;;29
12705;18/06/2012;14;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,58;0,5455;0,68;0,194;;59
12708;18/06/2012;17;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,6;0,5909;0,73;0,194;;54
12709;18/06/2012;18;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,62;0,6061;0,69;0,1642;;47
12711;18/06/2012;20;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,62;0,5909;0,73;0,1343;;45
12712;18/06/2012;21;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,62;0,5909;0,73;0,1045;;35
12715;19/06/2012;0;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,6;0,5758;0,78;0,1642;;5
12716;19/06/2012;1;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,6;0,5758;0,78;0,1642;;1
1272;26/02/2011;4;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,22;0,2576;0,6;0,0896;;1
12723;19/06/2012;8;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,6;0,5758;0,78;0,1642;;40
12724;19/06/2012;9;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,6061;0,73;0,0896;;40
12725;19/06/2012;10;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,6061;0,73;0,0896;;44
12726;19/06/2012;11;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6212;0,69;0,1343;;56
12733;19/06/2012;18;Clear, Few clouds, Partly cloudy, Partly cloudy;0,8;0,7576;0,55;0,1642;;91
12735;19/06/2012;20;Clear, Few clouds, Partly cloudy, Partly cloudy;0,8;0,7576;0,55;0,2537;;59
12739;20/06/2012;0;Clear, Few clouds, Partly cloudy, Partly cloudy;0,7;0,6667;0,79;0,194;;5
12740;20/06/2012;1;Clear, Few clouds, Partly cloudy, Partly cloudy;0,68;0,6364;0,79;0,194;;7
12744;20/06/2012;5;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6061;0,83;0,0896;;2
12745;20/06/2012;6;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,64;0,5758;0,89;0,0896;;9
12746;20/06/2012;7;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,66;0,5909;0,89;0;;20
12749;20/06/2012;10;Clear, Few clouds, Partly cloudy, Partly cloudy;0,82;0,7727;0,52;0,1343;;41
1275;26/02/2011;7;Clear, Few clouds, Partly cloudy, Partly cloudy;0,22;0,2576;0,6;0,0896;;1
12750;20/06/2012;11;Clear, Few clouds, Partly cloudy, Partly cloudy;0,84;0,7879;0,49;0,194;;54
12751;20/06/2012;12;Clear, Few clouds, Partly cloudy, Partly cloudy;0,86;0,803;0,47;0,1642;;30
12753;20/06/2012;14;Clear, Few clouds, Partly cloudy, Partly cloudy;0,88;0,803;0,39;0,194;;56
12756;20/06/2012;17;Clear, Few clouds, Partly cloudy, Partly cloudy;0,9;0,8182;0,37;0;;80
1276;26/02/2011;8;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,24;0,2879;0,6;0;;2
12761;20/06/2012;22;Clear, Few clouds, Partly cloudy, Partly cloudy;0,82;0,7576;0,46;0,1045;;31
12762;20/06/2012;23;Clear, Few clouds, Partly cloudy, Partly cloudy;0,78;0,7424;0,59;0,1045;;21
12766;21/06/2012;3;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,697;0,74;0;;3
12768;21/06/2012;5;Clear, Few clouds, Partly cloudy, Partly cloudy;0,7;0,6667;0,84;0,1045;;3
1277;26/02/2011;9;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,26;0,2576;0,56;0,1642;;9
12773;21/06/2012;10;Clear, Few clouds, Partly cloudy, Partly cloudy;0,84;0,7879;0,49;0,1045;;36
12776;21/06/2012;13;Clear, Few clouds, Partly cloudy, Partly cloudy;0,9;0,8182;0,35;0;;31
12778;21/06/2012;15;Clear, Few clouds, Partly cloudy, Partly cloudy;0,92;0,8333;0,33;0,1642;;40
12779;21/06/2012;16;Clear, Few clouds, Partly cloudy, Partly cloudy;0,9;0,8182;0,35;0,1343;;37
1278;26/02/2011;10;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,3;0,303;0,49;0,1343;;14
12780;21/06/2012;17;Clear, Few clouds, Partly cloudy, Partly cloudy;0,88;0,7879;0,37;0;;80
12784;21/06/2012;21;Clear, Few clouds, Partly cloudy, Partly cloudy;0,82;0,7727;0,52;0,194;;55
12786;21/06/2012;23;Clear, Few clouds, Partly cloudy, Partly cloudy;0,8;0,7727;0,59;0,0896;;12
12787;22/06/2012;0;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,76;0,7273;0,7;0,1045;;16
12793;22/06/2012;6;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,74;0,697;0,66;0;;4
12794;22/06/2012;7;Clear, Few clouds, Partly cloudy, Partly cloudy;0,74;0,6818;0,58;0,1642;;19
12795;22/06/2012;8;Clear, Few clouds, Partly cloudy, Partly cloudy;0,76;0,697;0,55;0,1343;;49
12796;22/06/2012;9;Clear, Few clouds, Partly cloudy, Partly cloudy;0,76;0,7121;0,58;0,2239;;55
12799;22/06/2012;12;Clear, Few clouds, Partly cloudy, Partly cloudy;0,84;0,7879;0,49;0,1343;;63
12805;22/06/2012;18;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,8;0,7576;0,55;0,194;;62
12809;22/06/2012;22;Clear, Few clouds, Partly cloudy, Partly cloudy;0,68;0,6364;0,69;0,1343;;42
12812;23/06/2012;1;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6061;0,78;0,1343;;16
12814;23/06/2012;3;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,64;0,5758;0,83;0,0896;;10
12818;23/06/2012;7;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,5758;0,83;0,1642;;19
1282;26/02/2011;14;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,34;0,303;0,36;0,3284;;57
12823;23/06/2012;12;Clear, Few clouds, Partly cloudy, Partly cloudy;0,8;0,7273;0,43;0,194;;203
12825;23/06/2012;14;Clear, Few clouds, Partly cloudy, Partly cloudy;0,78;0,6818;0,33;0,2537;;238
12826;23/06/2012;15;Clear, Few clouds, Partly cloudy, Partly cloudy;0,84;0,7273;0,3;0,3284;;217
12830;23/06/2012;19;Clear, Few clouds, Partly cloudy, Partly cloudy;0,8;0,697;0,27;0,194;;185
12836;24/06/2012;1;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,68;0,6364;0,54;0,0896;;39
12838;24/06/2012;3;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,66;0,6212;0,65;0,0896;;19
12840;24/06/2012;5;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,6061;0,69;0,1343;;1
12841;24/06/2012;6;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,6061;0,65;0,1642;;6
12847;24/06/2012;12;Clear, Few clouds, Partly cloudy, Partly cloudy;0,8;0,697;0,33;0,2239;;227
12849;24/06/2012;14;Clear, Few clouds, Partly cloudy, Partly cloudy;0,84;0,7273;0,3;0,2985;;253
1285;26/02/2011;17;Clear, Few clouds, Partly cloudy, Partly cloudy;0,36;0,3485;0,43;0,2239;;53
12850;24/06/2012;15;Clear, Few clouds, Partly cloudy, Partly cloudy;0,86;0,7424;0,28;0,2239;;197
12851;24/06/2012;16;Clear, Few clouds, Partly cloudy, Partly cloudy;0,84;0,7273;0,3;0,2537;;181
12853;24/06/2012;18;Clear, Few clouds, Partly cloudy, Partly cloudy;0,82;0,7273;0,34;0,2537;;186
12855;24/06/2012;20;Clear, Few clouds, Partly cloudy, Partly cloudy;0,78;0,697;0,46;0,2537;;108
12858;24/06/2012;23;Clear, Few clouds, Partly cloudy, Partly cloudy;0,74;0,6818;0,58;0,1045;;20
12862;25/06/2012;3;Clear, Few clouds, Partly cloudy, Partly cloudy;0,68;0,6364;0,69;0,2537;;1
12863;25/06/2012;4;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6061;0,78;0,2537;;0
1287;26/02/2011;19;Clear, Few clouds, Partly cloudy, Partly cloudy;0,32;0,303;0,49;0,2537;;30
12876;25/06/2012;17;Clear, Few clouds, Partly cloudy, Partly cloudy;0,8;0,6818;0,24;0,4627;;76
12877;25/06/2012;18;Clear, Few clouds, Partly cloudy, Partly cloudy;0,76;0,6667;0,27;0,4478;;100
12878;25/06/2012;19;Clear, Few clouds, Partly cloudy, Partly cloudy;0,74;0,6515;0,27;0,4627;;74
1288;26/02/2011;20;Clear, Few clouds, Partly cloudy, Partly cloudy;0,3;0,303;0,56;0,1642;;8
12884;26/06/2012;1;Clear, Few clouds, Partly cloudy, Partly cloudy;0,6;0,6212;0,35;0,3881;;11
12885;26/06/2012;2;Clear, Few clouds, Partly cloudy, Partly cloudy;0,56;0,5303;0,43;0,2836;;2
12886;26/06/2012;3;Clear, Few clouds, Partly cloudy, Partly cloudy;0,54;0,5152;0,45;0,2836;;2
12892;26/06/2012;9;Clear, Few clouds, Partly cloudy, Partly cloudy;0,58;0,5455;0,46;0,4179;;30
12893;26/06/2012;10;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,6212;0,41;0,3582;;37
12896;26/06/2012;13;Clear, Few clouds, Partly cloudy, Partly cloudy;0,7;0,6364;0,3;0,4627;;74
12898;26/06/2012;15;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,6515;0,28;0,4627;;88
12902;26/06/2012;19;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,6515;0,28;0,2239;;83
12909;27/06/2012;2;Clear, Few clouds, Partly cloudy, Partly cloudy;0,56;0,5303;0,49;0,1343;;2
1291;26/02/2011;23;Clear, Few clouds, Partly cloudy, Partly cloudy;0,28;0,2576;0,75;0,2836;;5
12919;27/06/2012;12;Clear, Few clouds, Partly cloudy, Partly cloudy;0,76;0,6667;0,29;0,2985;;77
1292;27/02/2011;0;Clear, Few clouds, Partly cloudy, Partly cloudy;0,26;0,2424;0,87;0,2836;;8
12923;27/06/2012;16;Clear, Few clouds, Partly cloudy, Partly cloudy;0,82;0,697;0,24;0,4478;;55
12930;27/06/2012;23;Clear, Few clouds, Partly cloudy, Partly cloudy;0,68;0,6364;0,47;0,1343;;11
12931;28/06/2012;0;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6212;0,5;0,1045;;2
12939;28/06/2012;8;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6212;0,5;0,1343;;40
12940;28/06/2012;9;Clear, Few clouds, Partly cloudy, Partly cloudy;0,7;0,6515;0,54;0,1642;;33
12942;28/06/2012;11;Clear, Few clouds, Partly cloudy, Partly cloudy;0,8;0,697;0,31;0,194;;41
12945;28/06/2012;14;Clear, Few clouds, Partly cloudy, Partly cloudy;0,86;0,7273;0,25;0,3284;;66
12947;28/06/2012;16;Clear, Few clouds, Partly cloudy, Partly cloudy;0,88;0,7424;0,23;0,194;;56
1295;27/02/2011;3;Clear, Few clouds, Partly cloudy, Partly cloudy;0,26;0,2879;0,87;0,0896;;3
12953;28/06/2012;22;Clear, Few clouds, Partly cloudy, Partly cloudy;0,76;0,697;0,52;0,1642;;50
12954;28/06/2012;23;Clear, Few clouds, Partly cloudy, Partly cloudy;0,74;0,6667;0,48;0,1343;;26
12959;29/06/2012;4;Clear, Few clouds, Partly cloudy, Partly cloudy;0,7;0,6515;0,65;0,1642;;1
12967;29/06/2012;12;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,92;0,8788;0,4;0,2537;;53
1297;27/02/2011;6;Clear, Few clouds, Partly cloudy, Partly cloudy;0,24;0,2879;0,87;0;;2
12973;29/06/2012;18;Clear, Few clouds, Partly cloudy, Partly cloudy;0,96;0,8636;0,31;0;;50
